Establishment ID,Name,Address,City,Inspection Date,Inspection Type,critical_points,non_critical_points,total_points,max_total_points,compliance_score,letter_grade
24202,TROPICANA EATERY,13886 OLD COLUMBIA PIKE,SILVER SPRING,2023-10-19,Monitoring,110,20,130,130,100,A
39526,EDIBLE ARRANGEMENTS,12619-K WISTERIA DR,GERMANTOWN,2023-10-06,Comprehensive,110,20,130,130,100,A
30373,GLOBAL FOOD,13814 OUTLET DR,SILVER SPRING,2024-05-10,Food Complaint,110,20,130,130,100,A
38499,BREWS & BARRELS BAR & GRILL,625 CENTER POINT WAY,GAITHERSBURG,2024-01-05,Comprehensive,110,20,130,130,100,A
51420,APNA PIZZA,14050 B TRAVILAH RD,ROCKVILLE,2024-01-16,Comprehensive,110,20,130,130,100,A
18554,INDIA BAZAAR,383 MUDDY BRANCH RD.,GAITHERSBURG,2024-01-12,Food Complaint,110,20,130,130,100,A
1048,GIANT FOOD #0132,10400 OLD GEORGETOWN RD.,BETHESDA,2024-02-23,Comprehensive,110,20,130,130,100,A
28034,DOLLAR TREE #969,18036 MATNEY RD,GERMANTOWN,2023-11-13,Other,110,20,130,130,100,A
53842,DALIA'S FALAFEL,7750 OLD GEORGETOWN RD,BETHESDA,2023-11-15,Comprehensive,110,20,130,130,100,A
23971,PANERA BREAD #3772,19965 CENTURY BLVD,GERMANTOWN,2023-11-08,Monitoring,110,20,130,130,100,A
2508,"ORIGINAL PANCAKE HOUSE, THE",7700 WISCONSIN AVE.,BETHESDA,2023-11-16,Comprehensive,110,20,130,130,100,A
55112,ZUMA BY CHEF NINJA,4866 CORDELL AVE,BETHESDA,2023-10-04,Re-inspection Billable,110,20,130,130,100,A
18416,ASHTON BEER AND WINE,7 OLNEY-SANDY SPRING RD.,ASHTON,2023-10-23,Environmental,110,20,130,130,100,A
41149,OCEAN CITY SEAFOOD,8745 FLOWER AVE,SILVER SPRING,2023-10-23,Monitoring,110,20,130,130,100,A
18230,FRIENDSHIP GOURMET MARKET,5550 FRIENDSHIP BLVD.,CHEVY CHASE,2024-02-23,Comprehensive,110,20,130,130,100,A
55112,ZUMA BY CHEF NINJA,4866 CORDELL AVE,BETHESDA,2023-10-03,Comprehensive,110,20,130,130,100,A
354,BROOKHAVEN ELEMENTARY,4610 RENN ST.,ROCKVILLE,2023-10-23,Comprehensive,110,20,130,130,100,A
54023,TOUS LES JOURS,13069 WISTERIA DR,GERMANTOWN,2023-10-13,Pre-Opening - Environmental,110,20,130,130,100,A
56161,KOMA,8006 FLOWER AVE,TAKOMA PARK,2023-10-19,Reinspection,110,20,130,130,100,A
27879,AIR PARK SHELL,7620 LINDBERGH DR,GAITHERSBURG,2024-02-22,Monitoring,110,20,130,130,100,A
53926,LA CARRETA GROCERY,18749 N FREDERICK RD,GAITHERSBURG,2023-09-29,Plans Approved,110,20,130,130,100,A
51461,CVS/PHARMACY #11406,311 KENTLANDS BLVD,GAITHERSBURG,2024-01-09,Comprehensive,110,20,130,130,100,A
23514,COLD STONE CREAMERY,821 ELLSWORTH DR.,SILVER SPRING,2023-09-28,Monitoring,110,20,130,130,100,A
54004,ICE CREAM CITY AND MORE,8478 PINEY BRANCH RD,SILVER SPRING,2023-09-26,Pre-Opening - Environmental,110,20,130,130,100,A
41115,J & K BEER & WINE,14344 LAYHILL RD,SILVER SPRING,2023-09-28,Comprehensive,110,20,130,130,100,A
24403,CUGINIS RESTAURANT AND BAR LLC,19616 H FISHER AVE,POOLESVILLE,2023-09-28,Comprehensive,110,20,130,130,100,A
55102,SWEET ELLA'S BROWNIE COMPANY,6301 RIVER RD,BETHESDA,2023-10-02,Pre-Opening - Environmental,110,20,130,130,100,A
28255,DON JORGE'S RESTAURANT,108 E. DIAMOND AVE,GAITHERSBURG,2023-09-28,Comprehensive,110,20,130,130,100,A
18162,AY JALISCO RESTAURANT #2,425 S. FREDERICK AVE.,GAITHERSBURG,2023-09-28,Reinspection,110,20,130,130,100,A
41070,MCDONALD'S,15569 OLD COLUMBIA PK.,BURTONSVILLE,2023-09-28,Comprehensive,110,20,130,130,100,A
33112,WALGREEN #18255,13307 NEW HAMPSHIRE AVE,SILVER SPRING,2023-09-29,Comprehensive,110,20,130,130,100,A
26613,SAM'S CLUB 6653,610 N. FREDERICK AVE,GAITHERSBURG,2023-09-29,Complaint Invest w/Comprehensive,110,20,130,130,100,A
27711,HOUSE OF FORTUNE,13220 WISTERIA DR,GERMANTOWN,2022-10-26,Monitoring,110,20,130,130,100,A
37123,SUBWAY #21753,19210 MONTGOMERY VILLAGE AVE,MONTGOMERY VILLAGE,2023-09-29,Comprehensive,110,20,130,130,100,A
19026,QDOBA MEXICAN GRILL,128 ROLLINS AVE,ROCKVILLE,2023-10-05,Comprehensive,110,20,130,130,100,A
2205,CROSSMARK @ SAM'S CLUB #6653,610 N. FREDERICK AVE.,GAITHERSBURG,2023-09-29,Comprehensive,110,20,130,130,100,A
46937,&PIZZA,570 N FREDERICK AVE,GAITHERSBURG,2023-09-28,Comprehensive,110,20,130,130,100,A
27997,ENBELA MARKET & CARRY OUT,7849 EASTERN AVE,SILVER SPRING,2024-02-21,Monitoring,110,20,130,130,100,A
55035,GREAT HARVEST BREAD CO,12268-A ROCKVILLE PIKE,ROCKVILLE,2023-09-27,Change of Ownership - Environmental,110,20,130,130,100,A
51548,SOLE D'ITALIA RESTAURANT,14324 LAYHILL RD.,SILVER SPRING,2023-09-28,Re-inspection Billable,110,20,130,130,100,A
23864,WATKINS MILL HIGH SCHOOL BOOSTER CLUB,10301 APPLE RIDGE RD,GAITHERSBURG,2023-09-28,Comprehensive,110,20,130,130,100,A
17631,SUBWAY #25462,11462 CHERRY HILL RD.,BELTSVILLE,2023-09-27,Comprehensive,110,20,130,130,100,A
173,B'NAI SHALOM OF OLNEY,18401 BURTFIELD DR.,OLNEY,2023-09-28,Environmental,110,20,130,130,100,A
53986,MONTCARE AT WHEATON,11901 GEORGIA AVE.,SILVER SPRING,2023-09-28,Change of Ownership - Environmental,110,20,130,130,100,A
33354,DOUBLE TREE WASHINGTON DC NORTH GAITHERSBURG,620 PERRY PKWY,GAITHERSBURG,2023-09-29,Comprehensive,110,20,130,130,100,A
29674,FUJISAN SUSHI @ SAM'S CLUB,610 N. FREDERICK AVE,GAITHERSBURG,2023-09-29,Comprehensive,110,20,130,130,100,A
43319,CHUCK E. CHEESE'S,1127 E. UNIVERSITY BLVD,TAKOMA PARK,2023-09-29,Monitoring,110,20,130,130,100,A
997,GALWAY ELEMENTARY,12612 GALWAY DR.,SILVER SPRING,2023-09-28,Comprehensive,110,20,130,130,100,A
35712,RAHAMA AFRICAN RESTAURANT,11454 CHERRY HILL RD,SILVER SPRING,2023-09-27,NA,110,20,130,130,100,A
54033,DISTRICT BISTRO AND FRANKS BURGER,11230 GRANDVIEW AVE,SILVER SPRING,2023-09-26,Pre-Opening - Environmental,110,20,130,130,100,A
27666,FLOWERS BAKERY CAFE,14300 LAYHILL RD,SILVER SPRING,2023-09-29,Comprehensive,110,20,130,130,100,A
21401,GENESIS HEALTH CARE -FAIRLAND CENTER,2101 FAIRLAND RD.,SILVER SPRING,2023-09-29,Monitoring,110,20,130,130,100,A
26578,LITTLE CAESARS 1940-11,1137A UNVERSITY BLVD E,TAKOMA PARK,2023-09-29,Monitoring,110,20,130,130,100,A
55082,SILKY GEM,332 MAIN ST,GAITHERSBURG,2023-09-06,Re-inspection Billable,110,20,130,130,100,A
21073,ALTHEA WOODLAND,1000 DALEVIEW DR,SILVER SPRING,2023-09-28,Comprehensive,110,20,130,130,100,A
33109,WALGREENS# 19619,8701 GEORGIA AVE,SILVER SPRING,2023-09-28,Comprehensive,110,20,130,130,100,A
18504,SUBWAY #22123,19710-B FISHER AVE.,POOLESVILLE,2023-09-28,Comprehensive,110,20,130,130,100,A
28806,SAFEWAY #4817,116 UNIVERSITY BLVD W.,SILVER SPRING,2023-09-28,Monitoring,110,20,130,130,100,A
18765,SUNRISE OF ROCKVILLE,8 BALTIMORE RD,ROCKVILLE,2023-09-28,Comprehensive,110,20,130,130,100,A
55112,ZUMA BY CHEF NINJA,4866 CORDELL AVE,BETHESDA,2023-10-05,Re-inspection Billable,110,20,130,130,100,A
29097,ZENE'S DELI & WORLD MARKET,8113 FENTON ST,SILVER SPRING,2024-02-23,Monitoring,110,20,130,130,100,A
53926,LA CARRETA GROCERY,18749 N FREDERICK RD,GAITHERSBURG,2023-09-25,Pre-Opening - Environmental,110,20,130,130,100,A
33293,THE LITTLE BITTS SHOP,11212 TRIANGLE LANE,WHEATON,2023-10-24,Other,110,20,130,130,100,A
56156,MARYVALE DELI AND BEER WINE,500 N. HORNERS LN.,ROCKVILLE,2023-10-23,Comprehensive,110,20,130,130,100,A
26598,SWEETGREEN,8517 GEORGIA AVE,SILVER SPRING,2024-02-21,Comprehensive,110,20,130,130,100,A
1119,GROSVENOR MARKET,10401 GROSVENOR PL.,ROCKVILLE,2023-10-23,Monitoring,110,20,130,130,100,A
55110,CVS PHARMACY #10894,8005 GRAMERCY BLVD,DERWOOD,2023-10-12,Pre-Opening - Environmental,110,20,130,130,100,A
53840,YU NOODLE,930 WAYNE AVE,SILVER SPRING,2024-02-22,Comprehensive,110,20,130,130,100,A
661,CRISP & JUICY,3800 INTERNATIONAL DR.,SILVER SPRING,2023-10-23,Comprehensive,110,20,130,130,100,A
38431,DIAMOND SQUARE SPEEDY LAUNDROMAT,66 BUREAU DRIVE,GAITHERSBURG,2024-01-12,Comprehensive,110,20,130,130,100,A
747,BOWL AMERICA GAITHERSBURG,1101 CLOPPER RD.,GAITHERSBURG,2023-10-31,Comprehensive,110,20,130,130,100,A
22468,LITTLE CAESARS #1883-3,13065 WISTERIA DR.,GERMANTOWN,2023-11-01,Monitoring,110,20,130,130,100,A
219,BEALL ELEMENTARY,451 BEALL AVE.,ROCKVILLE,2023-09-29,Comprehensive,110,20,130,130,100,A
18875,LEDO PIZZA - MONTGOMERY VILLAGE,19200 MONTGOMERY VILLAGE AVE.,GAITHERSBURG,2023-10-02,Comprehensive,110,20,130,130,100,A
458,CARVER EDUCATIONAL SERVICES,850 HUNGERFORD DR.,ROCKVILLE,2023-10-02,Monitoring,110,20,130,130,100,A
41025,SWEET SWEET KITCHEN,904 BONIFANT ST,SILVER SPRING,2023-09-29,Monitoring,110,20,130,130,100,A
44499,POPEYES,19911-A FREDERICK RD.,GERMANTOWN,2023-10-02,Monitoring,110,20,130,130,100,A
17675,JULIA BINDEMAN SUBURBAN CENTER.,11810 FALLS RD.,POTOMAC,2023-10-02,Comprehensive,110,20,130,130,100,A
26620,PANDA EXPRESS #2227,7101 DEMOCRACY BLVD,BETHESDA,2023-10-02,Food Complaint,110,20,130,130,100,A
18717,EL NORTE�O RESTAURANT,8917 BROOKVILLE RD.,SILVER SPRING,2023-11-14,Comprehensive,110,20,130,130,100,A
19422,STARBUCKS COFFEE #10964,13408 KINGSVIEW VILLAGE AVE,GERMANTOWN,2023-11-13,Comprehensive,110,20,130,130,100,A
28668,PAISANO'S PIZZA,18313 LEAMAN FARM RD,GERMANTOWN,2023-10-31,Monitoring,110,20,130,130,100,A
26742,PICCA CHICKEN T/A PICCA POLLO A LA BRASA,13000 MIDDLEBROOK RD,GERMANTOWN,2023-11-01,Monitoring,110,20,130,130,100,A
2685,SENECA CONVENIENCE,12611 F WISTERIA DR.,GERMANTOWN,2023-11-03,Comprehensive,110,20,130,130,100,A
55143,7-ELEVEN #35003,18701 LIBERTY MILL RD,GERMANTOWN,2023-11-13,Reinspection,110,20,130,130,100,A
51567,TACOS DON PEREZ,3784 HOWARD AVE,KENSINGTON,2023-11-15,Comprehensive,110,20,130,130,100,A
32987,MAHDANG,12300 WILKINS AVE,ROCKVILLE,2023-11-14,Comprehensive,110,20,130,130,100,A
38354,BOYDS COUNTRY STORE,15110 BARNESVILLE RD.,BOYDS,2023-11-02,NA,110,20,130,130,100,A
20659,7-ELEVEN #28903B,1319 FENWICK LANE,SILVER SPRING,2023-11-15,NA,110,20,130,130,100,A
35701,MOD PIZZA,"12027 ROCKVILLE PIKE,",ROCKVILLE,2023-11-15,Comprehensive,110,20,130,130,100,A
43480,KENSINGTON MARKET,4215 HOWARD AVE,KENSINGTON,2023-11-15,Comprehensive,110,20,130,130,100,A
46787,PINEY BRANCH SUNOCO,8225 PINEY BRANCH RD,SILVER SPRING,2024-01-10,Comprehensive,110,20,130,130,100,A
18769,PARKLAND MIDDLE,4610 WEST FRANKFORT DRIVE,ROCKVILLE,2023-11-13,Comprehensive,110,20,130,130,100,A
839,EINSTEIN BROS. BAGELS #2385,8397 COLESVILLE RD.,SILVER SPRING,2023-10-19,Comprehensive,110,20,130,130,100,A
35764,GREENE TURTLE,15660 OLD COLUMBIA PK,BURTONSVILLE,2023-10-23,Comprehensive,110,20,130,130,100,A
30263,JC CRABHOUSE,13432 NEW HAMPSHIRE AVE,SILVER SPRING,2023-10-23,Monitoring,110,20,130,130,100,A
30671,POLKA DELI,13438 NEW HAMPSHIRE AVE,SILVER SPRING,2023-10-23,Monitoring,110,20,130,130,100,A
30435,QUICKSTOP BEER & WINE,21101 FREDERICK RD,GERMANTOWN,2023-10-18,Comprehensive,110,20,130,130,100,A
2108,ROCKVILLE GOURMET HALAL MEAT & SEAFOOD,1331-C ROCKVILLE PK.,ROCKVILLE,2023-10-23,Comprehensive,110,20,130,130,100,A
1772,NORTH CHEVY CHASE ELEMENTARY,3700 JONES BRIDGE RD.,CHEVY CHASE,2023-10-18,Comprehensive,110,20,130,130,100,A
53836,DUNKIN DONUTS,20000 GOSHEN RD,GAITHERSBURG,2023-10-23,Monitoring,110,20,130,130,100,A
28099,KHANA,15616 OLD COLUMBIA PIKE,BURTONSVILLE,2023-10-23,Monitoring,110,20,130,130,100,A
595,COL. ZADOK MAGRUDER HIGH,5939 MUNCASTER MILL RD.,ROCKVILLE,2023-10-03,Comprehensive,110,20,130,130,100,A
18015,HOLY CROSS HOSPITAL GIFT SHOP,1500 FOREST GLEN RD.,SILVER SPRING,2023-11-20,Comprehensive,110,25,135,135,100,A
29960,7-ELEVEN #37715A,11421 ROCKVILLE PIKE,ROCKVILLE,2023-09-29,Monitoring,110,20,130,130,100,A
39860,SILVESTRE CHICKEN,9423 GEORGIA AVE,SILVER SPRING,2023-10-02,Monitoring,110,20,130,130,100,A
17075,PAPA JOHN'S PIZZA #2809,3227 SPARTAN RD.,OLNEY,2023-10-02,Comprehensive,110,20,130,130,100,A
19136,GRACE HOUSE-DOM,3214 NORBECK RD.,SILVER SPRING,2023-10-03,Comprehensive,110,20,130,130,100,A
28023,7-ELEVEN #35003,18701 LIBERTY MILL RD,GERMANTOWN,2023-09-28,NA,110,20,130,130,100,A
43440,TATARI NET,8127 GEORGIA AVE,SILVER SPRING,2023-10-03,Monitoring,110,20,130,130,100,A
2060,REDLAND MIDDLE SCHOOL,6505 MUNCASTER MILL RD,ROCKVILLE,2023-10-03,Comprehensive,110,20,130,130,100,A
17942,PANERA BREAD #3577,8541 GEORGIA AVE.,SILVER SPRING,2023-10-03,Comprehensive,110,20,130,130,100,A
26657,VOCELLI PIZZA,12311 MIDDLEBROOK RD,GERMANTOWN,2023-09-28,Complaint Invest w/Comprehensive,110,20,130,130,100,A
46931,7-ELEVEN #42092A,22702 GOSNELL FARM DR,BOYDS,2023-10-02,Comprehensive,110,20,130,130,100,A
1858,PAPA JOHN'S PIZZA #0668,11522 MIDDLEBROOK RD.,GERMANTOWN,2023-09-28,Comprehensive,110,20,130,130,100,A
46709,TROPICAL SMOOTHIE CAFE,12263 TECH RD,SILVER SPRING,2023-10-02,Monitoring,110,20,130,130,100,A
30222,MELT CAFE AND GELATO BAR,22705 CLARKSBURG RD,CLARKSBURG,2023-10-02,Comprehensive,110,20,130,130,100,A
27719,BARNESVILLE SCHOOL,21830 PEACH TREE RD,BARNESVILLE,2023-09-29,Comprehensive,110,20,130,130,100,A
39527,MISSION BBQ GERMANTOWN,19800 CENTURY BLVD,GERMANTOWN,2023-09-27,Comprehensive,110,20,130,130,100,A
26723,LA CASA DEL MOFONGO LLC,9441 GEORGIA AVE,SILVER SPRING,2023-10-02,Monitoring,110,20,130,130,100,A
37289,BANGKOK GARDEN,891-D ROCKVILLE PIKE,ROCKVILLE,2023-10-02,Monitoring,110,20,130,130,100,A
54030,PIKE & RANDOLPH BEER & WINE,5408 RANDOLPH RD,ROCKVILLE,2023-09-27,Monitoring,110,20,130,130,100,A
30188,7-ELEVEN #39789A,12301 MIDDLEBROOK RD,GERMANTOWN,2023-09-28,Comprehensive,110,20,130,130,100,A
38319,CITIZENS,8113 GEORGIA AVE.,SILVER SPRING,2023-10-03,Monitoring,110,20,130,130,100,A
17898,EL CARACOL CAFE,609 SLIGO AVE,SILVER SPRING,2023-10-02,Monitoring,110,20,130,130,100,A
18276,BETHESDA N. MARRIOTT HOTEL & CONFERENCE CNTR,5701 MARINELLI RD.,N. BETHESDA,2023-10-03,Food Complaint,110,20,130,130,100,A
38487,TROPICAL SMOOTHIE CAFE,15638 OLD COLUMBIA PIKE,BURTONSVILLE,2023-10-02,Monitoring,110,20,130,130,100,A
18383,CVS/PHARMACY #5460,19901 FREDERICK RD.,GERMANTOWN,2023-10-02,Comprehensive,110,20,130,130,100,A
53820,DABOBA,1079 ROCKVILLE PIKE,ROCKVILLE,2023-10-03,Monitoring,110,20,130,130,100,A
23601,GARRETT PARK ELEMENTARY,4810 OXFORD ST.,KENSINGTON,2023-09-29,Comprehensive,110,20,130,130,100,A
29254,7-ELEVEN #27368B,26344 RIDGE RD,DAMASCUS,2023-10-03,Change of Ownership - Environmental,110,20,130,130,100,A
21351,SUBWAY #49278,7216 MUNCASTER MILL RD.,DERWOOD,2023-10-03,Comprehensive,110,20,130,130,100,A
32947,BURGER FI,8504 FENTON STREET,SILVER SPRING,2023-10-03,Comprehensive,110,20,130,130,100,A
50368,FLIP'D,8537 GEORGIA AVE,SILVER SPRING,2023-10-24,Other,110,20,130,130,100,A
22714,LITTLE HOME DELI,8403 COLESVILLE RD. STE 175,SILVER SPRING,2023-10-24,NA,110,20,130,130,100,A
17766,CASPIAN KABOB,19911 FREDERICK RD.,GERMANTOWN,2023-10-20,Comprehensive,110,20,130,130,100,A
11616,CHEVY CHASE ELEMENTARY SCHOOL,4015 ROSEMARY ST.,CHEVY CHASE,2023-10-23,Comprehensive,110,20,130,130,100,A
43435,WOODMONT EXXON,8240 WISCONSIN AVE.,BETHESDA,2023-11-16,Monitoring,110,20,130,130,100,A
33322,VILLAGE WEST LIQUOR,19520 WATERS RD,GERMANTOWN,2023-11-02,Comprehensive,110,20,130,130,100,A
38401,TACO BELL #036539,1100 ROCKVILLE PK.,ROCKVILLE,2023-11-15,Food Complaint,110,20,130,130,100,A
761,DOLLAR TREE #1668,"1776 E. JEFFERSON ST., SUITE",ROCKVILLE,2023-11-15,Other,110,20,130,130,100,A
27626,CHICK-FIL-A,12001 ROCKVILLE PIKE,ROCKVILLE,2023-11-15,Comprehensive,110,20,130,130,100,A
30562,BIBIBOP ASIAN GRILL,935 ELLSWORTH DR,SILVER SPRING,2024-02-21,Monitoring,110,20,130,130,100,A
17112,BUCA DI BEPPO,122 KENTLANDS BLVD.,GAITHERSBURG,2024-01-05,Re-inspection Billable,110,20,130,130,100,A
33118,WALGREENS #17638,10134 RIVER RD.,POTOMAC,2023-01-09,Comprehensive,110,20,130,130,100,A
1459,LEE'S KITCHEN,14448 LAYHILL RD.,SILVER SPRING,2023-10-03,Monitoring,110,20,130,130,100,A
41105,LAMOON THAI,906 THAYER AVE,SILVER SPRING,2023-10-04,Comprehensive,110,20,130,130,100,A
45702,SELAM ETHIO MARKET,14436 LAYHILL RD,SILVER SPRING,2023-10-03,Monitoring,110,20,130,130,100,A
29866,PIZZA & DELI THREE AMIGOS,410 LINCOLN ST,ROCKVILLE,2023-10-04,Comprehensive,110,20,130,130,100,A
55073,THAI COTTAGE BISTRO,"9613 MEDICAL CENTER DR , STE G",ROCKVILLE,2023-10-30,Reinspection,110,20,130,130,100,A
2395,LAYHILL SUBWAY,14450 LAYHILL RD.,SILVER SPRING,2023-10-03,Monitoring,110,20,130,130,100,A
38375,HISSHO SUSHI @ GIANT #0125,12051 ROCKVILLE PK.,ROCKVILLE,2023-10-02,Comprehensive,110,20,130,130,100,A
37153,COOPER'S HAWK WINERY & RESTAURANT,1403 RESEARCH BLVD,ROCKVILLE,2024-02-23,Monitoring,110,20,130,130,100,A
18710,LA BAGUETTE DE PARIS,4301 RANDOLPH RD.,SILVER SPRING,2023-10-03,Complaint Invest w/Comprehensive,110,20,130,130,100,A
28173,FULL ON CRAFT EATS & DRINKS,4007 NORBECK RD,ROCKVILLE,2023-10-03,Comprehensive,110,20,130,130,100,A
28455,EL ARBOL DEL PAN,8545 PINEY BRANCH RD,SILVER SPRING,2023-10-04,Monitoring,110,20,130,130,100,A
30309,TACO BELL,11160 VEIRS MILL RD,SILVER SPRING,2024-01-03,Monitoring,110,20,130,130,100,A
26680,ST. PATRICK'S SCHOOL,4101 NORBECK RD,ROCKVILLE,2023-10-03,Comprehensive,110,20,130,130,100,A
23919,FOUR CORNERS BP,112 W UNIVERSITY BLVD,SILVER SPRING,2023-10-25,Comprehensive,110,20,130,130,100,A
19527,FOUR CORNERS OCEANIC,101 UNIVERSITY BLVD WEST,SILVER SPRING,2023-10-25,Comprehensive,110,20,130,130,100,A
11382,CVS/PHARMACY #1500,9950 LEWIS DR.,DAMASCUS,2023-10-19,Comprehensive,110,20,130,130,100,A
30053,WEIS MARKET #289,883 RUSSELL AVE,GAITHERSBURG,2023-11-15,Other,110,20,130,130,100,A
27794,&PIZZA,19823 CENTURY BLVD,GERMANTOWN,2023-11-06,Comprehensive,110,20,130,130,100,A
52593,BLUE MASH GOLF COURSE RESTAURANT,5821 OLNEY-LAYTONSVILLE RD.,GAITHERSBURG,2024-01-11,Monitoring,110,20,130,130,100,A
34501,RED ROOSTER,10005 DAMASCUS BLVD,DAMASCUS,2023-12-11,Monitoring w/Complaint Investigation,110,20,130,130,100,A
18962,GREAT SENECA CREEK ELEM.,13010 DAIRYMAID DR.,GERMANTOWN,2023-12-06,Comprehensive,110,20,130,130,100,A
47026,THAT SMOOTHIE PLACE,9815 MAIN STREET,DAMASCUS,2023-12-08,Monitoring,110,20,130,130,100,A
47091,MILK & HONEY CAFE,9326 GEORGIA AVE.,SILVER SPRING,2023-03-16,Re-inspection Billable,110,20,130,130,100,A
47091,MILK & HONEY CAFE,9326 GEORGIA AVE.,SILVER SPRING,2023-03-14,Pre-Opening - Environmental,110,20,130,130,100,A
46775,BARBERRYS BAR & LOUNGE,2423 HICKERSON DR,SILVER SPRING,2023-12-08,Reinspection,110,20,130,130,100,A
1669,MONOCACY ELEMENTARY,18801 BARNESVILLE RD.,DICKERSON,2023-12-08,Comprehensive,110,20,130,130,100,A
1768,NORDSTROM CAFE,7111 DEMOCRACY BLVD.,BETHESDA,2023-11-29,Monitoring,110,20,130,130,100,A
32978,RANDOLPH SUNOCO,13335 NEW HAMPSHIRE AVE,SILVER SPRING,2023-12-11,Comprehensive,110,20,130,130,100,A
53896,POPEYE'S FRIED CHICKEN,18074 MATENY RD,GERMANTOWN,2023-12-06,Comprehensive,110,20,130,130,100,A
39978,HYATT BUILDING SUPPLY,26200 RIDGE ROAD,DAMASCUS,2023-12-08,Comprehensive,110,20,130,130,100,A
2974,NORTHWEST HIGH SCHOOL,13501 RICHTER FARM RD.,GERMANTOWN,2023-12-01,Comprehensive,110,20,130,130,100,A
586,CLOPPER MILL ELEMENTARY,18501 CINNAMON DR.,GERMANTOWN,2023-12-06,Comprehensive,110,20,130,130,100,A
2617,WATERS LANDING ELEMENTARY,13100 WATERS LANDING DR.,GERMANTOWN,2023-12-01,Comprehensive,110,20,130,130,100,A
38388,BEST CONVENIENCE MART,8120 PINEY BRANCH RD.,SILVER SPRING,2023-12-08,Comprehensive,110,20,130,130,100,A
1037,GERMANTOWN ELEMENTARY,19110 LIBERTY MILL RD.,GERMANTOWN,2023-11-30,Comprehensive,110,20,130,130,100,A
2239,SENECA VALLEY HIGH,19401 CRYSTAL ROCK DR.,GERMANTOWN,2023-11-30,Comprehensive,110,20,130,130,100,A
21219,GLOBAL INTERNATIONAL GROCERY,10216 NEW HAMPSHIRE AVE.,SILVER SPRING,2023-12-11,Monitoring,110,20,130,130,100,A
45534,BERRIES & BOWLS,4961 ELM ST,BETHESDA,2023-12-12,NA,110,20,130,130,100,A
1779,KINGSVIEW MIDDLE SCHOOL,18909 KINGSVIEW RD.,GERMANTOWN,2023-11-30,Comprehensive,110,20,130,130,100,A
2175,S. CHRISTA MCAULIFFE ELEMENTARY,12500 WISTERIA DR.,GERMANTOWN,2023-12-05,Comprehensive,110,20,130,130,100,A
39590,WOODSIDE MARATHON,9501 GEORGIA AVE,SILVER SPRING,2023-12-11,Comprehensive,110,20,130,130,100,A
2392,SUBWAY,12935 WISTERIA DR.,GERMANTOWN,2023-12-04,Comprehensive,110,20,130,130,100,A
55073,THAI COTTAGE BISTRO,"9613 MEDICAL CENTER DR , STE G",ROCKVILLE,2023-10-26,Change of Ownership - Environmental,110,20,130,130,100,A
29948,STARBUCKS COFFEE #26094,22705 CLARKSBURG RD,CLARKSBURG,2023-10-20,Comprehensive,110,20,130,130,100,A
41110,RED APPLE FARMERS MARKET,7645 NEW HAMPSHIRE AVE,TAKOMA PARK,2023-10-26,Monitoring,110,20,130,130,100,A
948,FOREST KNOLLS ELEMENTARY,10830 EASTWOOD AVE.,SILVER SPRING,2023-10-27,Monitoring,110,20,130,130,100,A
48156,LADUREE BETHESDA,4808 BETHESDA AVE,BETHESDA,2024-02-22,Comprehensive,110,20,130,130,100,A
30005,CRISP & JUICY,10534 CONNECTICUT AVE,KENSINGTON,2024-01-12,Monitoring,110,20,130,130,100,A
50416,RIO GRANDE BAR & GRILL,13541 CLOPPER ROAD,GERMANTOWN,2023-10-25,Comprehensive,110,20,130,130,100,A
29876,RISE PIES HANDCRAFTED PIZZA,22705 CLARKSBURG RD STE 934,CLARKSBURG,2023-10-20,Comprehensive,110,20,130,130,100,A
993,GAITHERSBURG MIDDLE SCHOOL,2 TEACHER'S WAY,GAITHERSBURG,2023-10-27,Comprehensive,110,20,130,130,100,A
11649,STARBUCKS COFFEE #07607,19724 GERMANTOWN RD.,GERMANTOWN,2023-10-26,Monitoring,110,20,130,130,100,A
39663,DASH IN 1873,11150 NEW HAMPSHIRE AVE,SILVER SPRING,2023-10-26,Monitoring,110,20,130,130,100,A
1053,GIANT FOOD #0169,13060 MIDDLEBROOK RD.,GERMANTOWN,2023-10-23,Comprehensive,110,20,130,130,100,A
55143,7-ELEVEN #35003,18701 LIBERTY MILL RD,GERMANTOWN,2023-10-19,Change of Ownership - Environmental,110,20,130,130,100,A
20858,GEORGETOWN PREP-HOYA CAF�,10900 ROCKVILLE PIKE,ROCKVILLE,2023-10-27,Monitoring,110,20,130,130,100,A
38400,TACO BELL #036541,19923 CENTURY BLVD.,GERMANTOWN,2023-10-20,Comprehensive,110,20,130,130,100,A
35647,SUBWAY,9815 MAIN STREET,DAMASCUS,2023-12-08,Monitoring,110,20,130,130,100,A
24120,CHEESESTEAK MIKE'S,10222 NEW HAMPSHIRE AVE,SILVER SPRING,2023-12-08,Monitoring,110,20,130,130,100,A
1412,LA FRONTERA RESTAURANT,3 RUSSELL AVE.,GAITHERSBURG,2023-10-06,Reinspection,110,20,130,130,100,A
20632,3 STAR BEER & WINE,18524 WOODFIELD RD,GAITHERSBURG,2023-10-06,Environmental,110,20,130,130,100,A
30341,RED MAPLE ASIAN BISTRO,8315 GRUBB RD,SILVER SPRING,2023-10-03,Reinspection,110,20,130,130,100,A
