Establishment ID,Name,Address,City,Inspection Date,Inspection Type,critical_points,non_critical_points,total_points,max_total_points,compliance_score,letter_grade
51442,RICO'S ICE CREAM,11160 VEIRS MILL RD,SILVER SPRING,2023-07-31,Comprehensive,90,20,110,130,85,B
17884,7-ELEVEN #28862,10020 DARNESTOWN RD.,ROCKVILLE,2024-02-16,Monitoring,100,10,110,130,85,B
26777,DUNKIN DONUTS/BASKIN ROBBINS #351305,18558 WOODFIELD RD,GAITHERSBURG,2024-06-17,Comprehensive,90,20,110,130,85,B
33378,VILLA MAYA RESTAURANT,12051 CHESTNUT BRANCH,CLARKSBURG,2024-01-29,Reinspection,90,20,110,130,85,B
37256,JERSEY MIKE'S SUB,14933 SHADY GROVE RD,ROCKVILLE,2024-01-25,Comprehensive,90,20,110,130,85,B
8421,TARA THAI RESTAURANT,12071-D ROCKVILLE PK.,ROCKVILLE,2024-01-29,Comprehensive,90,20,110,130,85,B
2756,MARY OF NAZARETH CATHOLIC SCHOOL,14131 SENECA RD.,DARNESTOWN,2024-01-24,Comprehensive,90,20,110,130,85,B
17812,TAIPEI TOKYO,14921-D SHADY GROVE RD.,ROCKVILLE,2024-01-30,Reinspection,90,20,110,130,85,B
35712,RAHAMA AFRICAN RESTAURANT,11454 CHERRY HILL RD,SILVER SPRING,2024-01-30,Comprehensive,90,20,110,130,85,B
55069,POTBELLY SANDWICH SHOP,128 BOARDWALK PL.,GAITHERSBURG,2024-01-26,Comprehensive,100,10,110,130,85,B
38343,TROPICAL SMOOTHIE CAFE,10052 DARNESTOWN RD,ROCKVILLE,2024-01-25,Comprehensive,90,20,110,130,85,B
41105,LAMOON THAI,906 THAYER AVE,SILVER SPRING,2024-03-19,Monitoring,90,20,110,130,85,B
50379,JERK HOUSE EATERY,25 UNIVERSITY BLVD W,SILVER SPRING,2023-10-25,Monitoring,90,20,110,130,85,B
46954,HOOK & REEL,11006 VEIRS MILL RD,SILVER SPRING,2024-02-29,Comprehensive,90,20,110,130,85,B
11543,FINANCIAL INDUSTRY REGULATORY AUTHORITY,9509 KEY WEST AVE.,ROCKVILLE,2024-01-31,Comprehensive,90,20,110,130,85,B
20467,BEAN BAG DELI AND CATERING,1605 E. GUDE DR.,ROCKVILLE,2024-02-07,Monitoring,90,20,110,130,85,B
1628,MEE SHANE RESTAURANT,11 OLNEY SANDY SPRING RD.,ASHTON,2024-02-08,Monitoring,90,20,110,130,85,B
24266,BROOKDALE OLNEY,2611 OLNEY - SANDY SPRING RD,OLNEY,2024-02-08,Monitoring,90,20,110,130,85,B
38345,QUICKWAY HIBACHI,10159 NEW HAMPSHIRE AVE,SILVER SPRING,2024-02-08,Comprehensive,90,20,110,130,85,B
29704,ROYAL BAGEL BAKERY & DELI,3490 OLNEY- LAYTONSVILLE RD,OLNEY,2024-02-29,Monitoring,90,20,110,130,85,B
20400,FONTINA GRILLE,"801 PLEASANT DR., SUITE 130",ROCKVILLE,2024-03-14,Monitoring,90,20,110,130,85,B
29754,GLENSTONE II MUSEUM CAFE,12100 GLEN RD,POTOMAC,2024-02-09,Comprehensive,100,10,110,130,85,B
33435,DAVE & BUSTER'S,9811 WASHINGTONIAN BLVD,GAITHERSBURG,2024-02-09,Monitoring,100,10,110,130,85,B
21326,JEWEL OF INDIA,10151 NEW HAMPSHIRE AVE.,SILVER SPRING,2024-02-13,Comprehensive,90,20,110,130,85,B
52658,MOBY DICK HOUSE OF KABOB,14929-A SHADY GROVE RD.,ROCKVILLE,2024-02-11,Monitoring,100,10,110,130,85,B
52678,VILLAGE GRILLE,50 SOUTHLAWN CT.,ROCKVILLE,2024-02-12,Monitoring,90,20,110,130,85,B
35536,POLLO CENTRAL,13653 CONNECTICUT AVE,SILVER SPRING,2024-02-12,Monitoring,90,20,110,130,85,B
53771,LA KALETA 28,9103 GAITHER RD.,GAITHERSBURG,2024-04-05,Monitoring,90,20,110,130,85,B
28225,GOURMET INSPIRATION,2646 W. UNIVERSITY BLVD,SILVER SPRING,2024-03-04,Monitoring,90,20,110,130,85,B
56154,ROOTED 3,4916 CORDELL AVE,BETHESDA,2024-02-13,Comprehensive,90,20,110,130,85,B
29121,MACKIE'S BARBECUE CO.,8547 ZIGGY LN,GAITHERSBURG,2022-11-22,Monitoring,90,20,110,130,85,B
41102,PRIMROSE SCHOOL-DOWNTOWN BETHESDA,8101 GLENBROOK RD,BETHESDA,2024-04-04,Comprehensive,90,20,110,130,85,B
18914,VERONICA'S BAKERY & CAF�,8501 PINEY BRANCH RD.,SILVER SPRING,2024-03-04,Monitoring,90,20,110,130,85,B
37186,LA CURVITA RESTAURANT,12 E  EAST DIAMOND AVE.,GAITHERSBURG,2023-03-15,Monitoring,90,20,110,130,85,B
20400,FONTINA GRILLE,"801 PLEASANT DR., SUITE 130",ROCKVILLE,2024-03-14,Monitoring,90,20,110,130,85,B
46796,CHOPT CREATIVE SALAD CO,141 COMMERCE SQUARE PLACE,GAITHERSBURG,2024-03-19,Monitoring,90,20,110,130,85,B
39860,SILVESTRE CHICKEN,9423 GEORGIA AVE,SILVER SPRING,2024-03-21,Monitoring,90,20,110,130,85,B
53774,HOLIDAY INN GAITHERSBURG,2 MONTGOMERY VILLAGE AVE,GAITHERSBURG,2024-04-10,Comprehensive,90,20,110,130,85,B
2798,TAKOMA PARK/ SILVER SPRING FOOD CO-OP,201 ETHAN ALLEN AVE.,TAKOMA PARK,2024-04-10,Complaint Invest w/Comprehensive,90,20,110,130,85,B
59347,SUBWAY #48282,10400 OLD GEORGETOWN RD,BETHESDA,2024-02-20,Comprehensive,90,20,110,130,85,B
33458,MANOR AT SILO FALLS,19501 GEORGIA AVE,BROOKEVILLE,2024-02-16,Monitoring,90,20,110,130,85,B
26535,FLIK INTERNATIONAL CORP @ ASTRAZENECA,1 MEDIMMUNE WAY,GAITHERSBURG,2024-02-15,Comprehensive,90,20,110,130,85,B
33237,THAI CUISINE,3430 OLNEY LAYTONSVILLE RD,OLNEY,2024-02-16,Monitoring,90,20,110,130,85,B
26612,POOLESVILLE LIBERTY,20021 FISHER AVE,POOLESVILLE,2024-03-06,Comprehensive,90,20,110,130,85,B
11605,MARUICHI GROCERY,1049 ROCKVILLE PK.,ROCKVILLE,2024-02-29,Monitoring,90,20,110,130,85,B
33463,KEY INGREDIENTS CATERING,8621 ZIGGY LANE,GAITHERSBURG,2024-04-11,Monitoring,90,20,110,130,85,B
39943,POPEYES LOUISIANA KITCHEN,177 KENTLANDS BLVD,GAITHERSBURG,2024-04-09,Monitoring,90,20,110,130,85,B
34526,KEY INGREDIENTS CATERING/ Paella Xpress,8555 ZIGGY LANE,GAITHERSBURG,2024-04-11,Monitoring,90,20,110,130,85,B
41242,BUFFALO WILD WINGS #761,668 CLOPPER RD,GAITHERSBURG,2024-04-11,Monitoring w/Complaint Investigation,90,20,110,130,85,B
55144,ASI ES MI TIERRA,2559 ENNALLS AVE.,SILVER SPRING,2024-05-21,Comprehensive,90,20,110,130,85,B
41157,GENTLEMEN JIMS,18257 FLOWER HILL WAY,GAITHERSBURG,2024-03-07,Monitoring,90,20,110,130,85,B
30680,FRIENDS HOUSE RETIREMENT COMMUNITY,17340 QUAKER LANE,SANDY SPRING,2024-03-06,Monitoring,90,20,110,130,85,B
54026,CHOPIN NOODLE HOUSE,12123 DARNESTOWN RD,GAITHERSBURG,2024-03-11,Comprehensive,90,20,110,130,85,B
44496,POPEYES,3410 OLNEY-LAYTONSVILLE RD.,OLNEY,2024-03-26,Monitoring w/Complaint Investigation,90,20,110,130,85,B
26582,MENDOZA BAKERY,816 OLNEY SANDY SPRING RD,SANDY SPRING,2024-03-26,Monitoring,90,20,110,130,85,B
1818,OLNEY GRILLE,3464 OLNEY- LAYTONSVILLE RD.,OLNEY,2024-04-11,Monitoring,90,20,110,130,85,B
26723,LA CASA DEL MOFONGO LLC,9441 GEORGIA AVE,SILVER SPRING,2024-03-13,Comprehensive,90,20,110,130,85,B
53772,KOBE JAPAN HIBACHI & SUSHI,19224 MONTGOMERY VILLAGE AVE,MONTGOMERY VILLAGE,2024-03-25,Comprehensive,90,20,110,130,85,B
39972,OOH LA LA BAKERY,2600 UNIVERSITY BLVD W,WHEATON,2024-03-25,Monitoring,100,10,110,130,85,B
54011,SARKU JAPAN,"11160 VEIRS MILL RD, SPACE P208",SILVER SPRING,2024-03-21,Monitoring,90,20,110,130,85,B
53876,VILLAGE CORNER DELI,11419 GRANDVIEW AVE,SILVER SPRING,2024-03-25,Comprehensive,100,10,110,130,85,B
20482,MOBY DICK HOUSE OF KABOB,18103 VILLAGE CENTER DR.,OLNEY,2024-03-26,Monitoring,90,20,110,130,85,B
19057,CAVA MEZZE,9713 TRAVILLE GATEWAY DR,ROCKVILLE,2024-05-23,Monitoring w/Complaint Investigation,90,20,110,130,85,B
22447,FOUNDING FARMERS POTOMAC,12505 PARK POTOMAC AVE.,POTOMAC,2024-03-28,Monitoring,90,20,110,130,85,B
33120,NIWANO HANA,887 ROCKVILLE PIKE,ROCKVILLE,2024-04-11,Monitoring,90,20,110,130,85,B
29774,DON POLLO OF BRIGGS CHANEY,13881-A OUTLET DR,SILVER SPRING,2024-05-28,Complaint Invest w/Comprehensive,90,20,110,130,85,B
41281,CHINA DYNASTY,15 VITAL WAY,SILVER SPRING,2024-04-01,Monitoring,90,20,110,130,85,B
24317,KADHAI,7905 NORFOLK AVE,BETHESDA,2024-04-02,Comprehensive,90,20,110,130,85,B
20417,HARRIS TEETER #373,12525 PARK POTOMAC AVE.,POTOMAC,2024-04-02,Comprehensive,90,20,110,130,85,B
52627,LAPERAUX - THE JOURNEYMANCHEF'S FRENCH BISTRO,18056 MATENY RD,GERMANTOWN,2023-02-23,Monitoring,90,20,110,130,85,B
52587,WARREN STREET DELI,9226 WARREN ST.,SILVER SPRING,2024-04-03,Monitoring,90,20,110,130,85,B
41293,WENDY'S #6557,12988 MIDDLEBROOK ROAD,GERMANTOWN,2024-03-14,Other,90,20,110,130,85,B
2406,SUMMIT HALL ELEMENTARY,101 WEST DEER PARK DR.,GAITHERSBURG,2024-04-02,Monitoring,90,20,110,130,85,B
28985,BRAZILIAN BAKERY,13655 GEORGIA AVE,SILVER SPRING,2024-04-03,Monitoring,90,20,110,130,85,B
29273,CMG SWEET BAKERY,701 FIRST ST,ROCKVILLE,2024-04-04,Monitoring,90,20,110,130,85,B
47094,SUKI HANNA JAPAN SUSHI BAR,7101 DEMORCACY BLVD,BETHESDA,2024-04-03,Monitoring,90,20,110,130,85,B
30508,CAVA,12037 ROCKVILLE PIKE,ROCKVILLE,2024-04-18,Monitoring w/Complaint Investigation,90,20,110,130,85,B
824,EARLE B. WOOD MIDDLE,14615 BAUER DR.,ROCKVILLE,2024-04-18,Monitoring,90,20,110,130,85,B
22185,MIGUELENOS LATIN MARKET,2011-C VEIRS MILL RD.,ROCKVILLE,2024-04-16,Monitoring,90,20,110,130,85,B
38394,KYOTO MATCHA AND BOBAPOP,33 #A MARYLAND AVE,ROCKVILLE,2024-05-30,Monitoring,90,20,110,130,85,B
45600,LAO SZE CHUAN,20 PASEO DR,ROCKVILLE,2024-05-21,Complaint Invest w/Comprehensive,90,20,110,130,85,B
20305,BREAD CORNER,591 HUNGERFORD DR,ROCKVILLE,2024-04-18,Monitoring,90,20,110,130,85,B
37066,PIZZA BOLIS,7831 EASTERN AVE.,SILVER SPRING,2024-04-23,Monitoring,90,20,110,130,85,B
30833,INTERNATIONAL MERCADO LATINO,2521 ENNALLS AVE,SILVER SPRING,2024-04-23,Monitoring,90,20,110,130,85,B
61599,SWEET FROG,100 LEXINGTON DR,SILVER SPRING,2024-05-31,Change of Ownership - Environmental,100,10,110,130,85,B
37152,SISTERS SANDWICHES & SUCH,16834 GEORGIA AVE.,OLNEY,2024-04-25,Monitoring,90,20,110,130,85,B
53819,MACKIE'S BARBECUE COMPANY,5500 OLNEY LAYTONSVILLE RD,OLNEY,2024-04-26,Monitoring,90,20,110,130,85,B
30653,OH MAMA GRILL,188 ROLLINS AVE,ROCKVILLE,2024-07-16,Monitoring w/Complaint Investigation,90,20,110,130,85,B
38400,TACO BELL #036541,19923 CENTURY BLVD.,GERMANTOWN,2024-08-02,NA,90,20,110,130,85,B
36900,T-SWIRL CREPE & BUBBLE TEA,313 N WASHINGTON ST,ROCKVILLE,2024-06-03,Complaint Invest w/Comprehensive,90,20,110,130,85,B
48179,SHANGHAI HOME,110 ODENHAL AVE,GAITHERSBURG,2024-05-01,Comprehensive,90,20,110,130,85,B
19076,7-ELEVEN #33708,12257 TECH ROAD,SILVER SPRING,2024-04-30,Monitoring,90,20,110,130,85,B
52674,TWIN VALLEY DISTILLERS,"1029 E GUDE DR, STE 105B",ROCKVILLE,2024-05-01,Comprehensive,90,20,110,130,85,B
28673,PALMERAS LATINO MARKET,12611 WISTERIA DR,GERMANTOWN,2024-04-23,Monitoring,90,20,110,130,85,B
52638,DUNKIN DONUTS/BASKIN ROBBINS #335878,700 GAITHER RD.,ROCKVILLE,2024-04-29,NA,90,20,110,130,85,B
1262,IHOP #522,"2526 UNIVERSITY BLVD., W.",SILVER SPRING,2024-06-04,Comprehensive,90,20,110,130,85,B
28281,EL ENCANTO RESTAURANT,8035 SNOUFFER SCHOOL RD,GAITHERSBURG,2024-08-06,Comprehensive,90,20,110,130,85,B
37287,BETHESDA BAGELS OF WILDWOOD,10241 OLD GEORGETOWN RD,BETHESDA,2024-07-11,Monitoring,90,20,110,130,85,B
28645,LA CASITA RESTAURANT,2 EAST DIAMOND AVE,GAITHERSBURG,2024-07-17,Comprehensive,90,20,110,130,85,B
1243,IL FORNO PIZZERIA/METRO DHABA,8941 N. WESTLAND DR.,GAITHERSBURG,2024-07-22,Comprehensive,90,20,110,130,85,B
37199,FAN DENG BOOK CAFE,422 MAIN STREET,GAITHERSBURG,2024-06-06,Monitoring,90,20,110,130,85,B
22657,ARAT KILO MARKET AND RESTAURANT,818 EASLEY ST.,SILVER SPRING,2024-06-05,Monitoring,90,20,110,130,85,B
23537,SUBWAY #52908,15906-B SHADY GROVE RD.,GAITHERSBURG,2024-05-02,Monitoring,90,20,110,130,85,B
33364,LAS AMERICAS MARKET,785-E ROCKVILLE PIKE,ROCKVILLE,2024-06-05,Monitoring,90,20,110,130,85,B
32878,W EXPRESS STATION,8441 SNOUFFER SCHOOL RD,GAITHERSBURG,2024-05-06,Monitoring,90,20,110,130,85,B
21327,AL CARBON,200 PARK RD.,ROCKVILLE,2024-05-07,Monitoring,90,20,110,130,85,B
28464,DON POLLO,9083 GAITHER RD,GAITHERSBURG,2024-05-06,Monitoring,90,20,110,130,85,B
2514,THURGOOD MARSHALL ELEMENTARY,12260 MC DONALD CHAPEL DR.,GAITHERSBURG,2024-05-08,Monitoring,90,20,110,130,85,B
48161,JAVA NATION - SILVER SPRING,"1010 WAYNE AVE, SUITE 120 & 151",SILVER SPRING,2024-05-08,Comprehensive,90,20,110,130,85,B
52683,RAKUGAKI,10223 OLD GEORGETOWN RD,BETHESDA,2024-06-07,Complaint Invest w/Comprehensive,90,20,110,130,85,B
2756,MARY OF NAZARETH CATHOLIC SCHOOL,14131 SENECA RD.,DARNESTOWN,2024-06-05,Monitoring,90,20,110,130,85,B
61548,MEZEH MEDITERRANEAN GRILL,13645 CONNECTICUT AVE,SILVER SPRING,2024-06-07,Complaint Invest w/Comprehensive,90,20,110,130,85,B
41184,TEQUILA'S,20021 CENTURY BLVD,GERMANTOWN,2023-03-14,Monitoring,90,20,110,130,85,B
41184,TEQUILA'S,20021 CENTURY BLVD,GERMANTOWN,2024-03-20,Complaint Invest w/Comprehensive,90,20,110,130,85,B
51564,PALMERA'S RESTAURANT,2549 ENNALS AVE.,SILVER SPRING,2024-06-12,Monitoring,90,20,110,130,85,B
29477,TOWER CAFE,1101 WOOTON PKWY,ROCKVILLE,2024-06-10,Monitoring,90,20,110,130,85,B
20296,LEDO'S PIZZA - DERWOOD,7213 MUNCASTER MILL RD,DERWOOD,2024-06-13,Monitoring,90,20,110,130,85,B
41098,EL CATRACHITO  GAITHERSBURG,211 N. FREDERICK AVE,GAITHERSBURG,2024-06-14,Monitoring,90,20,110,130,85,B
20433,TRAN DINH BEER WINE & DELI,20 D MONTGOMERY VILLAGE AVE,GAITHERSBURG,2024-09-16,Complaint Invest w/Comprehensive,90,20,110,130,85,B
29449,KUSSHI,7820 NORFOLK AVE,BETHESDA,2023-04-21,Comprehensive,100,10,110,130,85,B
29332,FISH TACO OF BETHESDA,10305 OLD GEORGETOWN RD,BETHESDA,2022-10-17,Comprehensive,100,10,110,130,85,B
23589,YEKTA KABOBI RESTAURANT,1488-A ROCKVILLE PIKE,ROCKVILLE,2023-07-11,Monitoring,90,20,110,130,85,B
41129,AMERICAS BEST WINGS,11242 GEORGIA AVE,SILVER SPRING,2023-02-06,Comprehensive,100,10,110,130,85,B
71,ACAJUTLA RESTAURANT,18554 WOODFIELD RD.,GAITHERSBURG,2023-01-11,Comprehensive,90,20,110,130,85,B
28871,GIO'S CHICKEN,13643 GEORGIA AVE,SILVER SPRING,2023-04-20,Monitoring,90,20,110,130,85,B
46934,BURTONS BAR & GRILL,109 COMMERCE SQUARE PLACE,GAITHERSBURG,2023-04-17,Monitoring,90,20,110,130,85,B
29395,7-ELEVEN #28864C,13001 WISTERIA DR,GERMANTOWN,2023-02-14,Monitoring,90,20,110,130,85,B
47051,YIRASAI SUSHI,12525 D PARK POTOMA AVE,POTOMAC,2023-02-14,Comprehensive,90,20,110,130,85,B
52624,RASA,12033 ROCKVILLE PIKE,ROCKVILLE,2023-06-16,Comprehensive,90,20,110,130,85,B
20209,7-ELEVEN #11570,8946 N. WESTLAND DR.,GAITHERSBURG,2023-03-24,Monitoring,90,20,110,130,85,B
19188,POLLERIA TRES AMIGOS,412 LINCOLN ST.,ROCKVILLE,2022-11-03,Comprehensive,90,20,110,130,85,B
43483,FRY GUY SOUTHERN HOMESTYLE CUISINE,"7601 AIRPARK RD,",GAITHERSBURG,2022-11-10,Comprehensive,90,20,110,130,85,B
33181,TOM AND RAY'S FAMILY RESTAURANT,9805 MAIN ST,DAMASCUS,2023-06-15,Monitoring w/Complaint Investigation,90,20,110,130,85,B
27538,GREGORIO'S TRATTORIA,7745 TUCKERMAN LN.,POTOMAC,2023-04-25,Monitoring w/Complaint Investigation,90,20,110,130,85,B
18096,OLD TOWN MARKET,10251 KENSINGTON PKWY.,KENSINGTON,2022-11-16,Comprehensive,90,20,110,130,85,B
52587,WARREN STREET DELI,9226 WARREN ST.,SILVER SPRING,2023-06-22,Monitoring,90,20,110,130,85,B
45698,DOG HAUS BIERGARTEN SILVER SPRING,933 ELLSWORTH DR,SILVER SPRING,2023-06-05,Complaint Invest w/Comprehensive,90,20,110,130,85,B
30712,YARD HOUSE #8380,211 RIO BLVD,GAITHERSBURG,2023-03-15,Complaint Invest w/Comprehensive,90,20,110,130,85,B
38349,BROOKE GROVE REHAB & NURSING,18131 SLADE SCHOOL RD.,SANDY SPRING,2022-12-01,Monitoring,90,20,110,130,85,B
22347,HOT SPOT BUBBLE TEA,11160 VEIRS MILL RD,WHEATON,2022-10-19,Monitoring,90,20,110,130,85,B
37173,HAKUNA MATATA GRILL,2405 PRICE AVE,SILVER SPRING,2023-03-02,Comprehensive,100,10,110,130,85,B
30188,7-ELEVEN #39789A,12301 MIDDLEBROOK RD,GERMANTOWN,2023-02-17,Monitoring,90,20,110,130,85,B
47040,PASSION BAKERY CAFE,9613 MEDICAL CENTER DR,ROCKVILLE,2023-07-24,Reinspection,100,10,110,130,85,B
46717,ARIA BEER WINE & DELI,4800 AUBURN AVE,BETHESDA,2023-01-10,Comprehensive,100,10,110,130,85,B
19049,HARRIS TEETER #325,14101 DARNESTOWN RD.,GERMANTOWN,2022-12-05,Comprehensive,90,20,110,130,85,B
41069,ROCK BOTTOM RESTAURANT & BREWERY,7900 NORFOLK AVE.,BETHESDA,2022-11-16,Comprehensive,100,10,110,130,85,B
17250,SUPER CHICKEN,2531 ENNALLS AVE.,WHEATON,2022-12-13,Reinspection,90,20,110,130,85,B
52581,BLACK DIAMOND RESTAURANT AND LOUNGE,8407 RAMSEY AVE,SILVER SPRING,2023-06-27,Comprehensive,90,20,110,130,85,B
30275,CADDIES ON CORDELL,4922 CORDELL AVE,BETHESDA,2023-01-03,Reinspection,90,20,110,130,85,B
26593,HONEY BAKED HAM CO,16529 S FREDERICK AVE,GAITHERSBURG,2023-04-10,Monitoring,90,20,110,130,85,B
1585,MARYVALE ELEMENTARY,1010 FIRST ST.,ROCKVILLE,2023-04-18,Monitoring,90,20,110,130,85,B
36931,7-ELEVEN #11586,13251 ATLANTIC AVE.,ROCKVILLE,2023-02-28,Monitoring,90,20,110,130,85,B
38508,PAISANOS PIZZA,824 MUDDY BRANCH RD,GAITHERSBURG,2023-02-03,Monitoring,90,20,110,130,85,B
46824,TRADER JOE'S #623,8001 WOODMONT AVE,BETHESDA,2022-11-03,Monitoring,100,10,110,130,85,B
18162,AY JALISCO RESTAURANT #2,425 S. FREDERICK AVE.,GAITHERSBURG,2023-03-31,Comprehensive,90,20,110,130,85,B
41105,LAMOON THAI,906 THAYER AVE,SILVER SPRING,2023-04-12,Monitoring,90,20,110,130,85,B
51484,SUBWAY #00824,12335-G GEORGIA AVE.,SILVER SPRING,2022-12-14,Comprehensive,90,20,110,130,85,B
11709,EXPRESS CAF�,15916 SHADY GROVE RD.,GAITHERSBURG,2023-03-08,Monitoring,90,20,110,130,85,B
39920,YI FANG,777 HUNGERFORD DR,ROCKVILLE,2022-11-28,Monitoring w/Complaint Investigation,90,20,110,130,85,B
23607,MICKY'S RESTAURANT,18204 CONTOUR RD,MONTGOMERY VILLAGE,2023-02-28,Comprehensive,90,20,110,130,85,B
22235,EL POLLO RICO,"2517 UNIVERSITY BLVD., W.",SILVER SPRING,2022-10-05,Reinspection,100,10,110,130,85,B
27839,MOMO CHICKEN & GRILL,4862 CORDELL AVE,BETHESDA,2022-11-15,Comprehensive,100,10,110,130,85,B
47016,TWO HANDS CORNDOG,11160 VIERS MILL RD,SILVER SPRING,2022-10-14,Comprehensive,100,10,110,130,85,B
17295,JANICE'S ESPRESSO,6420 ROCKLEDGE DR.,BETHESDA,2023-01-05,Comprehensive,90,20,110,130,85,B
30144,MOKO SUSHI,5550 NORBECK RD,ROCKVILLE,2023-03-14,Monitoring,90,20,110,130,85,B
17153,OLAZZO,7921 NORFOLK AVE.,BETHESDA,2023-04-28,Comprehensive,90,20,110,130,85,B
30016,LOTTE PLAZA MARKET,1902 VEIRS MILL RD,ROCKVILLE,2023-02-21,Food Complaint,90,20,110,130,85,B
1555,PROMEDICA SKILLED NURSING AND REH NH (POTOMAC),10714 POTOMAC TENNIS LN.,POTOMAC,2023-04-12,Monitoring,90,20,110,130,85,B
17513,ISLAND PRIDE FOOD MARKET,615 S. FREDERICK AVE,GAITHERSBURG,2023-03-28,Comprehensive,90,20,110,130,85,B
27807,CHEESECAKE FACTORY,7101 DEMOCRACY BLVD,BETHESDA,2023-02-03,Monitoring,90,20,110,130,85,B
29318,MEGAMART SUPERMARKET,"1101 UNIVERSITY BLVD., E.",TAKOMA PARK,2023-04-24,Monitoring,90,20,110,130,85,B
28189,SPICE GRILL,12611 WISTERIA DR,GERMANTOWN,2023-02-24,Monitoring,90,20,110,130,85,B
2002,POTOMAC PIZZA,9812 FALLS RD.,POTOMAC,2022-12-14,Comprehensive,90,20,110,130,85,B
22615,GRILLMARX STEAKHOUSE & RAW BAR,18149 TOWN CENTER DR.,OLNEY,2023-01-06,Monitoring,90,20,110,130,85,B
11362,MCDONALD'S #5226,666 QUINCE ORCHARD RD.,GAITHERSBURG,2023-03-28,Monitoring w/Complaint Investigation,90,20,110,130,85,B
11605,MARUICHI GROCERY,1049 ROCKVILLE PK.,ROCKVILLE,2023-01-19,Monitoring,90,20,110,130,85,B
11460,MCDONALD'S OF WOODFIELD,19230 WOODFIELD RD.,GAITHERSBURG,2023-01-23,Monitoring,90,20,110,130,85,B
1096,OUR LADY OF GOOD COUNSEL HIGH SCHOOL DINING HALL,17301 OLD VIC BLVD.,OLNEY,2023-07-11,Monitoring,90,20,110,130,85,B
52600,ISAAC'S POULTRY MARKET,12163 DARNESTOWN RD,GAITHERSBURG,2023-06-26,Comprehensive,90,20,110,130,85,B
22287,PIZZERIA DA MARCO,8008 WOODMONT AVE,BETHESDA,2022-10-19,Monitoring,100,10,110,130,85,B
36780,BANANA LEAVES ASIAN CAFE BETHESDA,7816 OLD GEORGETOWN RD,BETHESDA,2022-12-27,Comprehensive,100,10,110,130,85,B
20385,LOCKHEED MARTIN CENTER FOR LEADERSHIP EXCELLANCE,6777 ROCKLEDGE DR,BETHESDA,2022-11-17,Comprehensive,90,20,110,130,85,B
2520,TILDEN MIDDLE SCHOOL,6300 TILDEN LANE,ROCKVILLE,2023-04-11,Comprehensive,90,20,110,130,85,B
617,CONGRESSIONAL CC MAIN KITCHEN,8500 RIVER RD.,BETHESDA,2023-03-09,Monitoring,90,20,110,130,85,B
18060,TARGET T-1046,20908 FREDERICK RD.,GERMANTOWN,2022-12-14,Comprehensive,100,10,110,130,85,B
43344,REGINA'S RESTURANT,11423 GEORGIA AVE.,SILVER SPRING,2023-03-02,Comprehensive,100,10,110,130,85,B
28893,KING POLLO,12203 VEIRS MILL RD,SILVER SPRING,2022-11-16,Complaint Invest w/Comprehensive,90,20,110,130,85,B
30833,INTERNATIONAL MERCADO LATINO,2521 ENNALLS AVE,SILVER SPRING,2023-03-28,Comprehensive,100,10,110,130,85,B
28789,SAFEWAY #1089,12251 DARNESTOWN RD,GAITHERSBURG,2023-01-04,Comprehensive,90,20,110,130,85,B
837,EINSTEIN BROS. BAGELS #1910,531 QUINCE ORCHARD RD,GAITHERSBURG,2023-06-26,Monitoring,90,20,110,130,85,B
50386,BIOTECH,910 CLOPPER RD,GAITHERSBURG,2023-04-07,Comprehensive,90,20,110,130,85,B
38445,GARDENIA'S CAFE,8377 SNOUFFER SCHOOL RD,GAITHERSBURG,2023-06-26,Monitoring,90,20,110,130,85,B
27707,HARRIS TEETER #409,22700 SWEET SHRUB DR,CLARKSBURG,2022-10-20,Comprehensive,90,20,110,130,85,B
52664,CINNAHOLIC,230 CROWN PARK AVE,GAITHERSBURG,2023-07-18,Comprehensive,90,20,110,130,85,B
842,BOOLTEENA (LATINO MARKET ),2503-2505 ENNALLS AVE,WHEATON,2022-11-10,Monitoring,90,20,110,130,85,B
36827,SIRIWAN & SECTORS,20640 SENECA MEADOWS PKWY D-1,GERMANTOWN,2022-11-29,Monitoring,90,20,110,130,85,B
29866,PIZZA & DELI THREE AMIGOS,410 LINCOLN ST,ROCKVILLE,2022-11-03,Comprehensive,90,20,110,130,85,B
21305,LIMERICK PUB,11301 ELKIN ST.,SILVER SPRING,2022-11-25,Monitoring,100,10,110,130,85,B
35551,BRIGHTVIEW BETHESDA WOODMONT (MAIN KITCHEN),4907 RUGBY AVE,BETHESDA,2022-12-16,Comprehensive,100,10,110,130,85,B
30235,CLASSIC BAKERY,9204 GAITHER RD,GAITHERSBURG,2023-03-01,Comprehensive,90,20,110,130,85,B
33189,7-ELEVEN #39796A,16201 NEW HAMPSHIRE AVE,SILVER SPRING,2022-12-08,Monitoring,90,20,110,130,85,B
28572,ARIRANG KOREAN RESTAURANT,1314 EAST GUDE DR,ROCKVILLE,2022-12-14,Comprehensive,90,20,110,130,85,B
33005,CADIA HEALTHCARE WHEATON,4011 RANDOLPH RD,SILVER SPRING,2023-03-01,Monitoring,90,20,110,130,85,B
1396,KOREAN KORNER,12207 VEIRS MILL RD.,WHEATON,2023-04-11,Monitoring w/Complaint Investigation,90,20,110,130,85,B
